Work Item Type,Requesting Dept/Agency,Received,Support Team,Category,Q1 - Courtesy,Q2 - Technical,Q3 - Timeliness,Q4 - Quality,Q5 - Overall
Service Request,Information Systems,6/10/2016,The ISD Datacenter Operations Team,Data,5,5,5,5,5
Service Request,CDC,4/22/2016,The ISD Datacenter Operations Team,Data,5,5,5,5,5
Service Request,Information Systems,1/22/2016,The ISD Desktop Support Team,Data,5,5,5,5,5
Service Request,Economic Development Board,10/16/2015,The ISD Datacenter Operations Team,Data,5,5,5,5,5
Service Request,Agricultural Commissioner,8/7/2015,The ISD Datacenter Operations Team,Data,5,5,5,5,5
Incident,Sonoma County Employees Retirement Association,12/27/2019,The ISD Database Administration Team,Database,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,5/28/2019,The ISD Database Administration Team,Database,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,2/19/2016,The ISD Network Infrastructure Team,DNS/DHCP Service Appliance,5,5,5,5,5
Incident,Human Resources,7/27/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Health Services,7/15/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,7/8/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Desktop Support Team,Firewall,5,5,5,5,5
Service Request,Information Systems,6/10/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/27/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,5/13/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/13/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,5/13/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,5/6/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,4/22/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Sheriff Admin,4/22/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,General Services,3/25/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Incident,Health Services,3/7/2016,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Health Services,12/11/2015,The ISD Datacenter Operations Team,Firewall,5,5,5,5,5
Service Request,Information Systems,12/4/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,11/20/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,General Services,11/6/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,10/16/2015,The ISD Network Infrastructure Team,Firewall,5,5,4,5,5
Service Request,Sheriff's Office,9/11/2015,The ISD Network Infrastructure Team,Firewall,5,3,3,3,3
Incident,Information Systems,8/27/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Probation,8/7/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,8/7/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Incident,,7/31/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,7/17/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,6/26/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Information Systems,6/19/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Sheriff's Office,6/5/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Agricultural Commissioner,5/29/2015,The ISD Network Infrastructure Team,Firewall,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,3/4/2016,The ISD Service Desk,Functional,5,5,5,5,5
Service Request,Transportation & Public Works,3/4/2016,The ISD Service Desk,Functional,5,5,5,5,5
Incident,Health Services,8/27/2015,The ISD Service Desk,Functional,5,5,5,5,5
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,General Business Software,5,5,4,4,4
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Human Resources,8/26/2016,The ISD Desktop Support Team,General Business Software,5,4,3,4,4
Service Request,General Services,8/26/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,8/19/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Information Systems,8/19/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,8/19/2016,The ISD Desktop Support Team,General Business Software,5,5,3,5,5
Service Request,General Services,8/19/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Sheriff Detention,8/16/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Board of Supervisors,8/12/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,8/5/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Sheriff Law Enforcement,8/5/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Sheriff Detention,7/31/2016,The ISD Integrated Justice System Team,General Business Software,5,5,5,5,5
Service Request,Information Systems,7/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Human Resources,7/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Fire & Emergency Services,7/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Fire & Emergency Services,7/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Transportation & Public Works,7/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Board of Supervisors,7/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,7/22/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Information Systems,7/22/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Information Systems,7/22/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Regional Parks,7/21/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Transportation & Public Works,7/21/2016,The ISD Desktop Support Team,General Business Software,5,4,4,4,4
Incident,Health Services,7/20/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Auditor Controller Treasurer Tax Collector,7/19/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Board of Supervisors,7/15/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Health Services,7/15/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,7/15/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,General Services,7/13/2016,The ISD Datacenter Operations Team,General Business Software,5,5,5,5,5
Incident,Health Services,7/12/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Human Resources,7/8/2016,The ISD Desktop Support Team,General Business Software,5,5,4,5,5
Service Request,Permit and Resource Management,7/8/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Retirement,7/7/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Regional Parks,7/6/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Agricultural Commissioner,7/6/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,7/1/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Sheriff Detention,6/30/2016,The ISD Integrated Justice System Team,General Business Software,5,5,5,5,5
Incident,Probation,6/29/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Health Services,6/29/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Board of Supervisors,6/28/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,County Counsel,6/27/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Auditor Controller Treasurer Tax Collector,6/23/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Auditor Controller Treasurer Tax Collector,6/23/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,General Services,6/22/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Board of Supervisors,6/17/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,County Counsel,6/17/2016,The ISD Service Desk,General Business Software,5,4,4,4,1
Service Request,Health Services,6/17/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,General Services,6/17/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/17/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,,6/17/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Health Services,6/10/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Human Resources,6/10/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Public Defender,6/10/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Agricultural Commissioner,6/10/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Economic Development Board,6/10/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Retirement,6/9/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Sheriff Detention,6/8/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,General Services,6/7/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,County Counsel,6/3/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Human Resources,6/3/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Fire & Emergency Services,6/3/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Sheriff Detention,5/31/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Public Defender,5/27/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Public Defender,5/27/2016,The ISD Desktop Support Team,General Business Software,5,5,5,,5
Service Request,Health Services,5/27/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,5/27/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,5/27/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,District Attorney,5/25/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Public Defender,5/23/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,CDC,5/23/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,5/20/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,4
Service Request,Sheriff Detention,5/20/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Information Systems,5/20/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Sheriff Admin,5/17/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,County Counsel,5/17/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/13/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,General Services,5/13/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Board of Supervisors,5/13/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Public Defender,5/13/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Auditor Controller Treasurer Tax Collector,5/11/2016,The ISD Datacenter Operations Team,General Business Software,5,5,5,5,5
Incident,Probation,5/10/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/6/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Network Infrastructure Team,General Business Software,5,5,5,5,5
Incident,Health Services,5/5/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,Health Services,4/29/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Open Space,4/29/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Health Services,4/27/2016,The ISD Service Desk,General Business Software,5,5,5,5,5
